,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,season,total_delay
322514,2013,9,15,1732.0,1734,-2.0,1942.0,2000,-18.0,FL,623,N608AT,LGA,ATL,106.0,762,17,34,2013-09-15 17:00:00,summer,-20.0
55635,2013,10,31,1700.0,1615,45.0,2008.0,1915,53.0,AA,65,N3CCAA,JFK,DFW,210.0,1391,16,15,2013-10-31 16:00:00,fall,98.0
248579,2013,6,28,2316.0,2119,117.0,139.0,2354,105.0,B6,527,N640JB,EWR,MCO,125.0,937,21,19,2013-06-28 21:00:00,summer,222.0
227773,2013,6,7,553.0,600,-7.0,808.0,810,-2.0,MQ,4650,N526MQ,LGA,ATL,115.0,762,6,0,2013-06-07 06:00:00,spring,-9.0
333962,2013,9,27,1800.0,1755,5.0,1930.0,1932,-2.0,EV,5287,N600QX,LGA,MSN,107.0,812,17,55,2013-09-27 17:00:00,fall,3.0
145473,2013,3,11,615.0,615,0.0,732.0,740,-8.0,WN,1972,N287WN,EWR,MDW,118.0,711,6,15,2013-03-11 06:00:00,winter,-8.0
322264,2013,9,15,1351.0,1355,-4.0,1512.0,1535,-23.0,MQ,3493,N508MQ,LGA,CLE,64.0,419,13,55,2013-09-15 13:00:00,summer,-27.0
220923,2013,5,30,1723.0,1725,-2.0,2011.0,2034,-23.0,DL,1185,N350NA,EWR,SLC,262.0,1969,17,25,2013-05-30 17:00:00,spring,-25.0
313405,2013,9,5,1624.0,1615,9.0,1844.0,1915,-31.0,AA,65,N3BDAA,JFK,DFW,178.0,1391,16,15,2013-09-05 16:00:00,summer,-22.0
295745,2013,8,17,1419.0,1420,-1.0,1552.0,1620,-28.0,MQ,3588,N537MQ,LGA,MSP,139.0,1020,14,20,2013-08-17 14:00:00,summer,-29.0
308004,2013,8,30,1323.0,1325,-2.0,1549.0,1615,-26.0,UA,1054,N58101,EWR,LAX,302.0,2454,13,25,2013-08-30 13:00:00,summer,-28.0
145460,2013,3,11,605.0,617,-12.0,915.0,922,-7.0,UA,1072,N73251,LGA,IAH,224.0,1416,6,17,2013-03-11 06:00:00,winter,-19.0
182895,2013,4,19,1730.0,1725,5.0,2101.0,2010,51.0,UA,1109,N67134,EWR,MCO,167.0,937,17,25,2013-04-19 17:00:00,spring,56.0
154864,2013,3,20,2154.0,2115,39.0,2244.0,2214,30.0,EV,4404,N15910,EWR,PVD,29.0,160,21,15,2013-03-20 21:00:00,spring,69.0
254804,2013,7,5,1932.0,1940,-8.0,2037.0,2105,-28.0,DL,2422,N336NW,LGA,PWM,43.0,269,19,40,2013-07-05 19:00:00,summer,-36.0
9083,2013,1,11,917.0,857,20.0,1211.0,1209,2.0,UA,714,N429UA,EWR,MIA,148.0,1085,8,57,2013-01-11 08:00:00,winter,22.0
281653,2013,8,2,1829.0,1835,-6.0,2030.0,2046,-16.0,DL,2019,N319US,LGA,MSP,157.0,1020,18,35,2013-08-02 18:00:00,summer,-22.0
232147,2013,6,11,1820.0,1829,-9.0,2002.0,2033,-31.0,US,1973,N167US,EWR,CLT,69.0,529,18,29,2013-06-11 18:00:00,spring,-40.0
58823,2013,11,4,1122.0,1130,-8.0,1329.0,1338,-9.0,EV,4445,N15983,EWR,IND,105.0,645,11,30,2013-11-04 11:00:00,fall,-17.0
54860,2013,10,30,1934.0,1940,-6.0,2106.0,2120,-14.0,AA,363,N4UCAA,LGA,ORD,120.0,733,19,40,2013-10-30 19:00:00,fall,-20.0
73230,2013,11,19,1757.0,1757,0.0,2055.0,2103,-8.0,DL,2370,N342NB,LGA,PBI,138.0,1035,17,57,2013-11-19 17:00:00,fall,-8.0
70719,2013,11,17,810.0,815,-5.0,1117.0,1123,-6.0,B6,281,N375JB,JFK,HOU,227.0,1428,8,15,2013-11-17 08:00:00,fall,-11.0
90481,2013,12,8,2128.0,1944,104.0,105.0,2237,148.0,UA,1692,N87513,EWR,MCO,144.0,937,19,44,2013-12-08 19:00:00,fall,252.0
97629,2013,12,16,1705.0,1705,0.0,2008.0,2004,4.0,B6,753,N652JB,JFK,PBI,159.0,1028,17,5,2013-12-16 17:00:00,fall,4.0
276983,2013,7,29,709.0,700,9.0,823.0,833,-10.0,UA,544,N416UA,LGA,ORD,109.0,733,7,0,2013-07-29 07:00:00,summer,-1.0
267281,2013,7,18,2102.0,2055,7.0,2352.0,2324,28.0,EV,4351,N19966,EWR,JAX,113.0,820,20,55,2013-07-18 20:00:00,summer,35.0
245785,2013,6,26,618.0,620,-2.0,817.0,822,-5.0,EV,4380,N12136,EWR,MSP,156.0,1008,6,20,2013-06-26 06:00:00,summer,-7.0
45732,2013,10,21,819.0,808,11.0,934.0,929,5.0,B6,2702,N353JB,JFK,BUF,59.0,301,8,8,2013-10-21 08:00:00,fall,16.0
136940,2013,3,1,1743.0,1749,-6.0,1927.0,1939,-12.0,EV,4644,N16546,EWR,CMH,74.0,463,17,49,2013-03-01 17:00:00,winter,-18.0
51627,2013,10,27,1459.0,1459,0.0,1731.0,1756,-25.0,DL,500,N371DA,JFK,LAS,304.0,2248,14,59,2013-10-27 14:00:00,fall,-25.0
18961,2013,1,22,1855.0,1850,5.0,2207.0,2212,-5.0,DL,2159,N371DA,JFK,MCO,153.0,944,18,50,2013-01-22 18:00:00,winter,0.0
326206,2013,9,19,1440.0,1329,71.0,1601.0,1509,52.0,AA,331,N4XVAA,LGA,ORD,109.0,733,13,29,2013-09-19 13:00:00,summer,123.0
269981,2013,7,21,1956.0,1920,36.0,2132.0,2046,46.0,UA,994,N498UA,EWR,BOS,36.0,200,19,20,2013-07-21 19:00:00,summer,82.0
247317,2013,6,27,1541.0,1545,-4.0,1804.0,1814,-10.0,DL,1705,N315NB,LGA,MSY,167.0,1183,15,45,2013-06-27 15:00:00,summer,-14.0
319608,2013,9,12,1213.0,1215,-2.0,1614.0,1509,65.0,DL,1685,N366NW,LGA,MCO,124.0,950,12,15,2013-09-12 12:00:00,summer,63.0
149492,2013,3,15,809.0,815,-6.0,924.0,1000,-36.0,EV,5166,N608QX,LGA,BNA,106.0,764,8,15,2013-03-15 08:00:00,winter,-42.0
159134,2013,3,25,1658.0,1600,58.0,1819.0,1751,28.0,B6,917,N274JB,JFK,ORD,110.0,740,16,0,2013-03-25 16:00:00,spring,86.0
235960,2013,6,15,1733.0,1530,123.0,1932.0,1755,97.0,MQ,3202,N942MQ,JFK,IND,99.0,665,15,30,2013-06-15 15:00:00,spring,220.0
215069,2013,5,24,815.0,820,-5.0,932.0,940,-8.0,MQ,4655,N534MQ,LGA,BNA,106.0,764,8,20,2013-05-24 08:00:00,spring,-13.0
18211,2013,1,21,2245.0,2245,0.0,2348.0,2357,-9.0,B6,128,N594JB,JFK,BTV,46.0,266,22,45,2013-01-21 22:00:00,winter,-9.0
60201,2013,11,5,1755.0,1800,-5.0,1902.0,1919,-17.0,US,2158,N955UW,LGA,BOS,41.0,184,18,0,2013-11-05 18:00:00,fall,-22.0
293034,2013,8,14,1700.0,1700,0.0,1955.0,1938,17.0,DL,1499,N311US,LGA,ATL,123.0,762,17,0,2013-08-14 17:00:00,summer,17.0
288269,2013,8,9,1734.0,1710,24.0,2209.0,1922,167.0,UA,556,N431UA,EWR,PHX,318.0,2133,17,10,2013-08-09 17:00:00,summer,191.0
104396,2013,12,23,2212.0,2035,97.0,123.0,2347,96.0,DL,2065,N3740C,JFK,FLL,159.0,1069,20,35,2013-12-23 20:00:00,winter,193.0
230875,2013,6,10,1344.0,1345,-1.0,1632.0,1700,-28.0,AA,117,N338AA,JFK,LAX,317.0,2475,13,45,2013-06-10 13:00:00,spring,-29.0
7788,2013,1,9,1925.0,1930,-5.0,2211.0,2243,-32.0,DL,1435,N934DL,LGA,TPA,150.0,1010,19,30,2013-01-09 19:00:00,winter,-37.0
256824,2013,7,8,821.0,825,-4.0,1117.0,1117,0.0,UA,589,N509UA,EWR,MIA,153.0,1085,8,25,2013-07-08 08:00:00,summer,-4.0
15438,2013,1,18,1500.0,1505,-5.0,1729.0,1734,-5.0,UA,745,N572UA,LGA,DEN,230.0,1620,15,5,2013-01-18 15:00:00,winter,-10.0
302163,2013,8,24,853.0,855,-2.0,1144.0,1205,-21.0,AA,647,N5EUAA,JFK,MIA,148.0,1089,8,55,2013-08-24 08:00:00,summer,-23.0
230047,2013,6,9,1554.0,1600,-6.0,1915.0,1951,-36.0,DL,2065,N717TW,JFK,SFO,331.0,2586,16,0,2013-06-09 16:00:00,spring,-42.0
31867,2013,10,6,1022.0,1027,-5.0,1142.0,1151,-9.0,EV,4187,N14960,EWR,BNA,113.0,748,10,27,2013-10-06 10:00:00,fall,-14.0
14702,2013,1,17,1750.0,1620,90.0,1922.0,1750,92.0,MQ,4622,N3AEMQ,LGA,BNA,120.0,764,16,20,2013-01-17 16:00:00,winter,182.0
257295,2013,7,8,1711.0,1710,1.0,2022.0,2005,17.0,AA,257,N631AA,JFK,LAS,299.0,2248,17,10,2013-07-08 17:00:00,summer,18.0
34718,2013,10,9,851.0,857,-6.0,1157.0,1151,6.0,UA,997,N559UA,EWR,LAX,330.0,2454,8,57,2013-10-09 08:00:00,fall,0.0
227979,2013,6,7,853.0,859,-6.0,1129.0,1138,-9.0,DL,1747,N332NW,LGA,ATL,111.0,762,8,59,2013-06-07 08:00:00,spring,-15.0
239649,2013,6,19,1557.0,1540,17.0,1809.0,1741,28.0,US,1899,N747UW,LGA,CLT,87.0,544,15,40,2013-06-19 15:00:00,spring,45.0
37253,2013,10,11,1952.0,1830,82.0,2249.0,2122,87.0,B6,153,N703JB,JFK,PBI,137.0,1028,18,30,2013-10-11 18:00:00,fall,169.0
92150,2013,12,10,1906.0,1915,-9.0,2211.0,2219,-8.0,DL,2159,N927DA,JFK,MCO,158.0,944,19,15,2013-12-10 19:00:00,fall,-17.0
256029,2013,7,7,1123.0,1000,83.0,1414.0,1307,67.0,UA,642,N508UA,JFK,SFO,329.0,2586,10,0,2013-07-07 10:00:00,summer,150.0
209883,2013,5,18,1630.0,1635,-5.0,1815.0,1835,-20.0,EV,4997,N582CA,EWR,DTW,79.0,488,16,35,2013-05-18 16:00:00,spring,-25.0
68502,2013,11,14,1533.0,1520,13.0,1715.0,1721,-6.0,EV,4326,N16918,EWR,CLT,81.0,529,15,20,2013-11-14 15:00:00,fall,7.0
319167,2013,9,11,,1725,,,1933,,EV,5678,N16918,EWR,CVG,,569,17,25,2013-09-11 17:00:00,summer,
233852,2013,6,13,1458.0,1500,-2.0,1800.0,1755,5.0,AA,1813,N5FKAA,JFK,MCO,132.0,944,15,0,2013-06-13 15:00:00,spring,3.0
38411,2013,10,13,1103.0,1110,-7.0,1404.0,1430,-26.0,AA,1599,N3HEAA,LGA,MIA,145.0,1096,11,10,2013-10-13 11:00:00,fall,-33.0
261444,2013,7,12,1851.0,1700,111.0,2141.0,1938,123.0,DL,1499,N354NW,LGA,ATL,121.0,762,17,0,2013-07-12 17:00:00,summer,234.0
47542,2013,10,23,622.0,630,-8.0,743.0,753,-10.0,B6,905,N703JB,JFK,ORD,121.0,740,6,30,2013-10-23 06:00:00,fall,-18.0
232533,2013,6,12,748.0,755,-7.0,938.0,955,-17.0,MQ,3478,N738MQ,LGA,DTW,87.0,502,7,55,2013-06-12 07:00:00,spring,-24.0
128818,2013,2,20,2045.0,2045,0.0,2222.0,2225,-3.0,AA,371,N489AA,LGA,ORD,119.0,733,20,45,2013-02-20 20:00:00,winter,-3.0
66058,2013,11,12,702.0,710,-8.0,1008.0,1000,8.0,AA,2493,N634AA,JFK,MCO,149.0,944,7,10,2013-11-12 07:00:00,fall,0.0
223918,2013,6,3,626.0,630,-4.0,734.0,747,-13.0,B6,2,N238JB,JFK,BUF,56.0,301,6,30,2013-06-03 06:00:00,spring,-17.0
115809,2013,2,6,953.0,1000,-7.0,1109.0,1128,-19.0,EV,4094,N14907,EWR,BNA,117.0,748,10,0,2013-02-06 10:00:00,winter,-26.0
116176,2013,2,6,1658.0,1700,-2.0,2024.0,2010,14.0,UA,1259,N26208,LGA,IAH,222.0,1416,17,0,2013-02-06 17:00:00,winter,12.0
11882,2013,1,14,1614.0,1605,9.0,1955.0,1925,30.0,9E,3325,N915XJ,JFK,DFW,237.0,1391,16,5,2013-01-14 16:00:00,winter,39.0
105482,2013,12,25,1202.0,1206,-4.0,1639.0,1700,-21.0,UA,1626,N45440,EWR,SJU,199.0,1608,12,6,2013-12-25 12:00:00,winter,-25.0
245800,2013,6,26,631.0,630,1.0,926.0,924,2.0,B6,929,N583JB,JFK,RSW,160.0,1074,6,30,2013-06-26 06:00:00,summer,3.0
236130,2013,6,15,2200.0,2120,40.0,31.0,2354,37.0,B6,97,N558JB,JFK,DEN,226.0,1626,21,20,2013-06-15 21:00:00,spring,77.0
93872,2013,12,12,1258.0,1300,-2.0,1636.0,1620,16.0,VX,411,N636VA,JFK,LAX,355.0,2475,13,0,2013-12-12 13:00:00,fall,14.0
266746,2013,7,18,1110.0,1110,0.0,1349.0,1413,-24.0,DL,1875,N336NW,LGA,TPA,136.0,1010,11,10,2013-07-18 11:00:00,summer,-24.0
211214,2013,5,20,836.0,804,32.0,1036.0,1019,17.0,EV,4712,N11191,EWR,MSY,154.0,1167,8,4,2013-05-20 08:00:00,spring,49.0
174454,2013,4,10,2034.0,1559,275.0,2346.0,1814,332.0,MQ,3985,N684MQ,JFK,CVG,92.0,589,15,59,2013-04-10 15:00:00,spring,607.0
82586,2013,11,30,1055.0,1040,15.0,1211.0,1159,12.0,B6,2602,N238JB,JFK,BUF,58.0,301,10,40,2013-11-30 10:00:00,fall,27.0
211615,2013,5,20,1603.0,1610,-7.0,1726.0,1800,-34.0,AA,343,N551AA,LGA,ORD,108.0,733,16,10,2013-05-20 16:00:00,spring,-41.0
128091,2013,2,20,747.0,746,1.0,1101.0,1055,6.0,UA,1449,N77296,EWR,IAH,226.0,1400,7,46,2013-02-20 07:00:00,winter,7.0
104970,2013,12,24,1531.0,1450,41.0,1628.0,1622,6.0,9E,2903,N295PQ,JFK,BOS,32.0,187,14,50,2013-12-24 14:00:00,winter,47.0
290373,2013,8,12,601.0,602,-1.0,721.0,728,-7.0,UA,1492,N16732,EWR,ORD,114.0,719,6,2,2013-08-12 06:00:00,summer,-8.0
299513,2013,8,21,1402.0,1408,-6.0,1548.0,1610,-22.0,EV,4687,N17138,EWR,CVG,83.0,569,14,8,2013-08-21 14:00:00,summer,-28.0
267781,2013,7,19,1143.0,1145,-2.0,1558.0,1320,,AA,1855,N4YHAA,LGA,STL,,888,11,45,2013-07-19 11:00:00,summer,
256604,2013,7,7,,1930,,,2105,,EV,4191,N29906,EWR,BNA,,748,19,30,2013-07-07 19:00:00,summer,
98206,2013,12,17,1029.0,1030,-1.0,1349.0,1340,9.0,AA,19,N324AA,JFK,LAX,334.0,2475,10,30,2013-12-17 10:00:00,fall,8.0
111650,2013,2,1,1145.0,1145,0.0,1359.0,1410,-11.0,DL,401,N303DQ,EWR,ATL,116.0,746,11,45,2013-02-01 11:00:00,winter,-11.0
280144,2013,8,1,924.0,930,-6.0,1042.0,1048,-6.0,B6,586,N228JB,JFK,ROC,50.0,264,9,30,2013-08-01 09:00:00,summer,-12.0
6504,2013,1,8,1301.0,1205,56.0,1607.0,1520,47.0,AA,743,N466AA,LGA,DFW,222.0,1389,12,5,2013-01-08 12:00:00,winter,103.0
324355,2013,9,17,1541.0,1550,-9.0,1703.0,1728,-25.0,EV,5293,N716EV,LGA,ORF,46.0,296,15,50,2013-09-17 15:00:00,summer,-34.0
242088,2013,6,22,659.0,655,4.0,848.0,915,-27.0,WN,1151,N455WN,LGA,DEN,200.0,1620,6,55,2013-06-22 06:00:00,summer,-23.0
1074,2013,1,2,910.0,858,12.0,1114.0,1105,9.0,US,1429,N747UW,LGA,CLT,100.0,544,8,58,2013-01-02 08:00:00,winter,21.0
72066,2013,11,18,1530.0,1459,31.0,1756.0,1738,18.0,DL,2347,N996DL,LGA,ATL,117.0,762,14,59,2013-11-18 14:00:00,fall,49.0
116572,2013,2,7,741.0,747,-6.0,1110.0,1125,-15.0,B6,643,N632JB,JFK,SFO,364.0,2586,7,47,2013-02-07 07:00:00,winter,-21.0
62238,2013,11,7,2000.0,1900,60.0,2127.0,2056,31.0,9E,2928,N901XJ,JFK,ORD,120.0,740,19,0,2013-11-07 19:00:00,fall,91.0
304896,2013,8,27,924.0,930,-6.0,1028.0,1039,-11.0,B6,116,N216JB,JFK,SYR,44.0,209,9,30,2013-08-27 09:00:00,summer,-17.0
221426,2013,5,31,829.0,833,-4.0,1129.0,1139,-10.0,B6,181,N613JB,JFK,SAN,342.0,2446,8,33,2013-05-31 08:00:00,spring,-14.0
162751,2013,3,29,1035.0,1030,5.0,1354.0,1410,-16.0,VX,23,N855VA,JFK,SFO,353.0,2586,10,30,2013-03-29 10:00:00,spring,-11.0
85140,2013,12,2,2241.0,2245,-4.0,2358.0,2353,5.0,B6,108,N373JB,JFK,PWM,47.0,273,22,45,2013-12-02 22:00:00,fall,1.0
260739,2013,7,12,651.0,651,0.0,850.0,905,-15.0,UA,343,N504UA,LGA,DEN,205.0,1620,6,51,2013-07-12 06:00:00,summer,-15.0
81646,2013,11,29,552.0,600,-8.0,851.0,856,-5.0,B6,371,N613JB,LGA,FLL,149.0,1076,6,0,2013-11-29 06:00:00,fall,-13.0
195415,2013,5,3,627.0,630,-3.0,749.0,803,-14.0,EV,3821,N19966,EWR,RDU,64.0,416,6,30,2013-05-03 06:00:00,spring,-17.0
126511,2013,2,18,1343.0,1329,14.0,1545.0,1526,19.0,EV,4100,N18557,EWR,MEM,156.0,946,13,29,2013-02-18 13:00:00,winter,33.0
332335,2013,9,26,750.0,804,-14.0,930.0,958,-28.0,EV,5242,N741EV,LGA,GSO,74.0,461,8,4,2013-09-26 08:00:00,fall,-42.0
96284,2013,12,15,1052.0,930,82.0,1608.0,1527,41.0,UA,15,N66056,EWR,HNL,597.0,4963,9,30,2013-12-15 09:00:00,fall,123.0
182912,2013,4,19,1755.0,1620,95.0,2142.0,1916,146.0,B6,985,N599JB,LGA,TPA,170.0,1010,16,20,2013-04-19 16:00:00,spring,241.0
252245,2013,7,2,2008.0,1959,9.0,2233.0,2243,-10.0,UA,299,N478UA,EWR,IAH,188.0,1400,19,59,2013-07-02 19:00:00,summer,-1.0
266524,2013,7,18,728.0,630,58.0,1003.0,904,59.0,B6,1099,N595JB,LGA,MCO,122.0,950,6,30,2013-07-18 06:00:00,summer,117.0
77717,2013,11,24,1625.0,1625,0.0,1759.0,1755,4.0,MQ,3748,N504MQ,EWR,ORD,122.0,719,16,25,2013-11-24 16:00:00,fall,4.0
97198,2013,12,16,902.0,905,-3.0,1222.0,1225,-3.0,VX,161,N849VA,EWR,LAX,347.0,2454,9,5,2013-12-16 09:00:00,fall,-6.0
265987,2013,7,17,1535.0,1520,15.0,1833.0,1754,39.0,UA,646,N513UA,EWR,IAH,182.0,1400,15,20,2013-07-17 15:00:00,summer,54.0
203108,2013,5,11,1036.0,1021,15.0,1253.0,1243,10.0,DL,1529,N3736C,JFK,LAS,293.0,2248,10,21,2013-05-11 10:00:00,spring,25.0
289730,2013,8,11,1143.0,1150,-7.0,1440.0,1502,-22.0,UA,450,N826UA,EWR,SFO,332.0,2565,11,50,2013-08-11 11:00:00,summer,-29.0
306198,2013,8,28,1721.0,1725,-4.0,1954.0,2022,-28.0,DL,2037,N399DA,EWR,SLC,252.0,1969,17,25,2013-08-28 17:00:00,summer,-32.0
40719,2013,10,15,1712.0,1608,64.0,1937.0,1752,105.0,B6,1105,N281JB,JFK,ORD,125.0,740,16,8,2013-10-15 16:00:00,fall,169.0
329777,2013,9,23,1421.0,1351,30.0,1614.0,1600,14.0,EV,4395,N14920,EWR,IND,101.0,645,13,51,2013-09-23 13:00:00,fall,44.0
229422,2013,6,8,1923.0,1910,13.0,2140.0,2148,-8.0,DL,2457,N378NW,JFK,MSY,165.0,1182,19,10,2013-06-08 19:00:00,spring,5.0
27970,2013,10,2,513.0,517,-4.0,736.0,757,-21.0,UA,252,N509UA,EWR,IAH,180.0,1400,5,17,2013-10-02 05:00:00,fall,-25.0
237743,2013,6,17,1725.0,1722,3.0,2148.0,2013,95.0,UA,1109,N17128,EWR,MCO,143.0,937,17,22,2013-06-17 17:00:00,spring,98.0
243410,2013,6,23,1631.0,1600,31.0,1809.0,1721,48.0,US,2181,N952UW,LGA,DCA,65.0,214,16,0,2013-06-23 16:00:00,summer,79.0
262382,2013,7,13,2015.0,1930,45.0,2117.0,2047,30.0,EV,5769,N830AS,LGA,IAD,45.0,229,19,30,2013-07-13 19:00:00,summer,75.0
307824,2013,8,30,934.0,940,-6.0,1046.0,1120,-34.0,AA,317,N479AA,LGA,ORD,106.0,733,9,40,2013-08-30 09:00:00,summer,-40.0
124683,2013,2,16,926.0,935,-9.0,1201.0,1235,-34.0,VX,251,N851VA,JFK,LAS,303.0,2248,9,35,2013-02-16 09:00:00,winter,-43.0
179319,2013,4,16,605.0,610,-5.0,817.0,819,-2.0,DL,1919,N916DE,LGA,MSP,166.0,1020,6,10,2013-04-16 06:00:00,spring,-7.0
203089,2013,5,11,957.0,1000,-3.0,1224.0,1230,-6.0,DL,1847,N379DA,LGA,ATL,116.0,762,10,0,2013-05-11 10:00:00,spring,-9.0
170560,2013,4,6,1703.0,1705,-2.0,1835.0,1855,-20.0,WN,912,N772SW,EWR,STL,133.0,872,17,5,2013-04-06 17:00:00,spring,-22.0
4611,2013,1,6,1145.0,1150,-5.0,1327.0,1345,-18.0,MQ,4646,N546MQ,LGA,MSP,145.0,1020,11,50,2013-01-06 11:00:00,winter,-23.0
212296,2013,5,21,1017.0,955,22.0,1128.0,1110,18.0,MQ,4670,N532MQ,LGA,BNA,101.0,764,9,55,2013-05-21 09:00:00,spring,40.0
206205,2013,5,14,1808.0,1800,8.0,1939.0,1935,4.0,WN,504,N957WN,EWR,MDW,110.0,711,18,0,2013-05-14 18:00:00,spring,12.0
130116,2013,2,22,936.0,929,7.0,1225.0,1206,19.0,EV,4140,N29906,EWR,ATL,134.0,746,9,29,2013-02-22 09:00:00,winter,26.0
121981,2013,2,13,1125.0,1129,-4.0,1413.0,1418,-5.0,B6,523,N605JB,EWR,MCO,146.0,937,11,29,2013-02-13 11:00:00,winter,-9.0
95222,2013,12,13,1858.0,1900,-2.0,2236.0,2249,-13.0,DL,435,N704X,JFK,SFO,363.0,2586,19,0,2013-12-13 19:00:00,fall,-15.0
179168,2013,4,15,1943.0,1950,-7.0,2335.0,2340,-5.0,B6,645,N806JB,JFK,SFO,376.0,2586,19,50,2013-04-15 19:00:00,spring,-12.0
37025,2013,10,11,1540.0,1500,40.0,1702.0,1618,44.0,US,2185,N752US,LGA,DCA,56.0,214,15,0,2013-10-11 15:00:00,fall,84.0
105446,2013,12,25,1110.0,1115,-5.0,1404.0,1425,-21.0,AA,1139,N3KHAA,LGA,DFW,211.0,1389,11,15,2013-12-25 11:00:00,winter,-26.0
278197,2013,7,30,1031.0,1030,1.0,1253.0,1248,5.0,DL,1529,N388DA,JFK,LAS,296.0,2248,10,30,2013-07-30 10:00:00,summer,6.0
278346,2013,7,30,1341.0,1348,-7.0,1454.0,1509,-15.0,B6,308,N354JB,JFK,PWM,54.0,273,13,48,2013-07-30 13:00:00,summer,-22.0
98652,2013,12,17,2021.0,1900,81.0,2255.0,2125,90.0,9E,4033,N8894A,LGA,TYS,88.0,647,19,0,2013-12-17 19:00:00,fall,171.0
111161,2013,12,31,1819.0,1829,-10.0,2016.0,2033,-17.0,US,1751,N167US,EWR,CLT,91.0,529,18,29,2013-12-31 18:00:00,winter,-27.0
122453,2013,2,13,1945.0,1940,5.0,2253.0,2240,13.0,AA,1787,N3ABAA,JFK,TPA,168.0,1005,19,40,2013-02-13 19:00:00,winter,18.0
39823,2013,10,14,1830.0,1815,15.0,1947.0,1946,1.0,9E,3513,N937XJ,LGA,MKE,105.0,738,18,15,2013-10-14 18:00:00,fall,16.0
289342,2013,8,10,1953.0,2000,-7.0,2304.0,2308,-4.0,DL,2391,N995DL,JFK,TPA,139.0,1005,20,0,2013-08-10 20:00:00,summer,-11.0
135616,2013,2,28,1110.0,1110,0.0,1215.0,1220,-5.0,B6,24,N353JB,JFK,BTV,48.0,266,11,10,2013-02-28 11:00:00,winter,-5.0
52381,2013,10,28,1043.0,1035,8.0,1412.0,1400,12.0,VX,23,N635VA,JFK,SFO,369.0,2586,10,35,2013-10-28 10:00:00,fall,20.0
76576,2013,11,23,833.0,842,-9.0,1146.0,1141,5.0,B6,1025,N627JB,JFK,TPA,146.0,1005,8,42,2013-11-23 08:00:00,fall,-4.0
67967,2013,11,14,637.0,637,0.0,914.0,929,-15.0,UA,478,N468UA,EWR,MCO,132.0,937,6,37,2013-11-14 06:00:00,fall,-15.0
13886,2013,1,16,2042.0,1935,67.0,2245.0,2145,60.0,9E,3899,N8933B,JFK,CLE,89.0,425,19,35,2013-01-16 19:00:00,winter,127.0
89686,2013,12,7,2139.0,2055,44.0,2.0,2332,30.0,B6,1677,N296JB,JFK,JAX,126.0,828,20,55,2013-12-07 20:00:00,fall,74.0
283390,2013,8,4,1822.0,1759,23.0,2140.0,2106,34.0,DL,1585,N906DE,LGA,MCO,129.0,950,17,59,2013-08-04 17:00:00,summer,57.0
255885,2013,7,7,823.0,829,-6.0,950.0,1004,-14.0,MQ,3363,N800MQ,JFK,RDU,63.0,427,8,29,2013-07-07 08:00:00,summer,-20.0
68942,2013,11,15,624.0,620,4.0,823.0,826,-3.0,9E,3572,N931XJ,EWR,MSP,158.0,1008,6,20,2013-11-15 06:00:00,fall,1.0
220870,2013,5,30,1632.0,1451,101.0,1803.0,1605,118.0,EV,3822,N13949,EWR,IAD,72.0,212,14,51,2013-05-30 14:00:00,spring,219.0
104914,2013,12,24,1437.0,1441,-4.0,1645.0,1724,-39.0,9E,2918,N296PQ,JFK,IND,102.0,665,14,41,2013-12-24 14:00:00,winter,-43.0
225883,2013,6,5,638.0,645,-7.0,845.0,908,-23.0,US,15,N552UW,JFK,PHX,288.0,2153,6,45,2013-06-05 06:00:00,spring,-30.0
146228,2013,3,11,1851.0,1855,-4.0,2215.0,2255,-40.0,AA,1613,N5DNAA,JFK,SJU,180.0,1598,18,55,2013-03-11 18:00:00,winter,-44.0
75573,2013,11,22,753.0,800,-7.0,856.0,910,-14.0,AA,84,N3GDAA,JFK,BOS,42.0,187,8,0,2013-11-22 08:00:00,fall,-21.0
80303,2013,11,27,1034.0,1047,-13.0,1418.0,1353,25.0,B6,971,N640JB,LGA,FLL,195.0,1076,10,47,2013-11-27 10:00:00,fall,12.0
136322,2013,3,1,631.0,635,-4.0,914.0,940,-26.0,AA,711,N3FDAA,LGA,DFW,203.0,1389,6,35,2013-03-01 06:00:00,winter,-30.0
321281,2013,9,14,753.0,800,-7.0,1101.0,1106,-5.0,DL,1271,N974DL,JFK,FLL,161.0,1069,8,0,2013-09-14 08:00:00,summer,-12.0
123442,2013,2,14,2027.0,2020,7.0,2348.0,2318,30.0,UA,45,N79521,EWR,PBI,175.0,1023,20,20,2013-02-14 20:00:00,winter,37.0
9928,2013,1,12,849.0,850,-1.0,1008.0,1025,-17.0,WN,761,N216WR,EWR,MDW,112.0,711,8,50,2013-01-12 08:00:00,winter,-18.0
12841,2013,1,15,1700.0,1705,-5.0,1905.0,1905,0.0,WN,440,N419WN,EWR,STL,159.0,872,17,5,2013-01-15 17:00:00,winter,-5.0
107080,2013,12,27,826.0,815,11.0,1127.0,1123,4.0,B6,281,N184JB,JFK,HOU,223.0,1428,8,15,2013-12-27 08:00:00,winter,15.0
